Database
Id,Effectivity,Cycle,Effective Dates,Supplier,Extract Code,Database Created,Report Created,NDB Size,Target OFPs,Origin,Application Copyright,CSV Report Copyright
ZSSH,N 33° 47' 24.00",E 119° 07' 24.00",34,-5.0,250,10000,9850,11800,True,,,
ZSSS,N 31° 11' 48.00",E 121° 20' 06.00",10,-6.0,250,10000,9850,11800,True,,,
ZSTX,N 29° 44' 06.00",E 118° 15' 18.00",440,-5.0,250,10000,9850,11800,True,,,
ZSWH,N 37° 11' 12.95",E 122° 13' 43.95",146,-7.0,250,10000,,6900,True,,,
ZSWZ,N 27° 54' 36.00",E 120° 51' 12.00",17,-6.0,250,10000,,11800,True,,,
ZSXZ,N 34° 03' 30.00",E 117° 33' 18.00",115,-5.0,250,10000,9850,11800,True,,,
ZSYA,N 32° 33' 42.00",E 119° 43' 06.00",16,-6.0,250,10000,,11800,True,,,
ZSYT,N 37° 39' 42.00",E 120° 58' 42.00",154,-8.0,250,10000,,10800,True,,,
ZUCK,N 29° 43' 12.00",E 106° 38' 24.00",1364,-3.0,250,10000,9850,11800,True,,,
ZUGY,N 26° 32' 12.00",E 106° 48' 00.00",3737,-2.0,250,10000,9850,11800,True,,,
ZUTF,N 30° 17' 24.00",E 104° 26' 36.00",1452,-2.0,250,10000,9800,11800,True,,,
ZUTR,N 27° 53' 00.00",E 109° 18' 30.00",2313,-2.0,,,9850,11800,True,,,
ZUUU,N 30° 34' 48.00",E 103° 56' 54.00",1681,-2.0,250,10000,9850,11800,True,,,
ZUXC,N 27° 59' 24.00",E 102° 11' 00.00",5115,-1.0,250,10000,15750,17700,True,,,
ZWTL,N 43° 01' 48.00",E 089° 06' 00.00",925,2.0,,,,,True,,,
ZWWW,N 43° 54' 30.00",E 087° 28' 30.00",2126,3.0,250,10000,9850,11800,True,,,
ZYCC,N 43° 59' 54.00",E 125° 41' 18.00",706,-11.0,250,10000,9850,11800,True,,,
ZYHB,N 45° 37' 30.00",E 126° 15' 06.00",502,-11.0,250,10000,9850,11800,True,,,
ZYJM,N 46° 50' 30.00",E 130° 27' 54.00",262,-11.0,250,10000,10100,11800,True,,,
ZYMD,N 44° 31' 24.00",E 129° 34' 12.00",885,-10.0,250,10000,10750,11800,True,,,
ZYQQ,N 47° 14' 18.00",E 123° 55' 00.00",495,-11.0,250,10000,9850,11800,True,,,
ZYTL,N 38° 58' 00.00",E 121° 32' 24.00",107,-7.0,250,10000,,11800,True,,,
ZYTX,N 41° 38' 30.00",E 123° 29' 06.00",198,-8.0,250,10000,,11800,True,,,
ZYYJ,N 42° 52' 54.00",E 129° 27' 00.00",622,-10.0,250,10000,9500,11800,True,,,
End of Airports

Airways
Airway,Segment,Sequence,Fix,Fix Type,Fix Latitude,Fix Longitude,RNP,Turn Radius,Recommended Navaid,Recommended Navaid Type
A1,1,10,KEC,VHF Navaid,N 33° 26' 51.85",E 135° 47' 40.20",,,,
A1,1,20,ALBAT,Waypoint,N 33° 21' 52.20",E 135° 26' 29.45",,,,
A1,1,30,HALON,Waypoint,N 33° 14' 55.55",E 134° 59' 50.00",,,,
A1,1,40,JAKAL,Waypoint,N 33° 03' 43.30",E 134° 14' 03.40",,,,
A1,1,50,GREEN,Waypoint,N 32° 53' 55.25",E 133° 33' 59.40",,,,
A1,1,60,SUC,VHF Navaid,N 32° 45' 21.50",E 132° 59' 47.95",,,,
A1,1,70,FENIX,Waypoint,N 32° 08' 30.40",E 131° 35' 29.35",,,,
A1,1,80,JINGU,Waypoint,N 31° 54' 09.80",E 131° 02' 55.20",,,,
A1,1,90,HKC,VHF Navaid,N 31° 41' 50.00",E 130° 34' 58.60",,,,
A1,1,100,KAZAN,Waypoint,N 31° 23' 06.15",E 130° 06' 40.55",,,,
A1,1,110,KOSHI,Waypoint,N 31° 17' 18.60",E 129° 57' 52.95",,,,
A1,1,120,JEDAI,Waypoint,N 30° 46' 28.70",E 129° 12' 04.15",,,,
A1,1,130,RUSAR,Waypoint,N 29° 51' 54.10",E 127° 50' 13.70",,,,
A1,1,140,AKVAS,Waypoint,N 29° 35' 13.20",E 127° 27' 52.85",,,,
A1,1,150,URUMA,Waypoint,N 28° 58' 12.25",E 126° 34' 45.50",,,,
A1,1,160,SAPET,Waypoint,N 28° 38' 13.50",E 126° 07' 53.35",,,,
A1,1,170,IGMON,Waypoint,N 27° 37' 19.65",E 124° 43' 13.85",,,,
A1,1,180,BULAN,Waypoint,N 27° 05' 30.00",E 124° 00' 00.00",,,,
A1,1,190,AIPOM,Waypoint,N 26° 39' 23.00",E 123° 25' 28.00",,,,
A1,1,200,OSTAR,Waypoint,N 26° 19' 54.00",E 123° 00' 00.00",,,,
A1,1,210,AISAR,Waypoint,N 25° 56' 35.00",E 122° 29' 51.00",,,,
A1,1,220,DRAKE,Waypoint,N 25° 36' 56.00",E 122° 04' 41.00",,,,
A1,1,230,ANNNA,Waypoint,N 25° 34' 19.00",E 122° 01' 20.00",,,,
A1,1,240,APU,VHF Navaid,N 25° 10' 36.70",E 121° 31' 20.10",,,,
A1,1,250,PIDGY,Waypoint,N 24° 49' 59.00",E 121° 04' 40.00",,,,
A1,1,260,HLG,VHF Navaid,N 24° 33' 35.30",E 120° 43' 37.80",,,,
A1,1,270,HOMEI,Waypoint,N 24° 14' 04.00",E 120° 21' 24.00",,,,
A1,1,280,WUCHI,Waypoint,N 24° 12' 03.80",E 120° 19' 07.35",,,,
A1,1,290,SWORD,Waypoint,N 24° 00' 09.00",E 120° 05' 39.00",,,,
A1,1,300,MKG,VHF Navaid,N 23° 35' 43.60",E 119° 38' 14.20",,,,
A1,1,310,KADLO,Waypoint,N 22° 57' 18.00",E 118° 32' 30.00",,,,
A1,1,320,ANPOG,Waypoint,N 22° 36' 15.00",E 117° 57' 16.00",,,,
A1,1,330,ELATO,Waypoint,N 22° 20' 00.00",E 117° 30' 00.00",,,,
A1,1,340,MAGOG,Waypoint,N 22° 17' 46.00",E 115° 49' 30.00",,,,
A1,1,350,BIGEX,Waypoint,N 22° 13' 10.35",E 114° 01' 48.20",,,,
A1,1,360,IDOSI,Waypoint,N 19° 00' 00.00",E 112° 30' 00.00",,,,
A1,1,370,IKELA,Waypoint,N 18° 39' 42.00",E 112° 14' 42.00",,,,
A1,1,380,LENKO,Waypoint,N 17° 24' 57.00",E 110° 18' 00.00",,,,
A1,1,390,BUNTA,Waypoint,N 16° 50' 00.00",E 109° 23' 42.00",,,,
A1,1,400,BINKU,Waypoint,N 16° 33' 35.00",E 108° 58' 23.00",,,,
A1,1,410,KANGU,Waypoint,N 16° 21' 15.00",E 108° 39' 53.00",,,,
A1,1,420,DAN,VHF Navaid,N 16° 03' 10.00",E 108° 11' 53.50",,,,
A1,1,430,PATNO,Waypoint,N 15° 57' 54.00",E 107° 53' 06.00",,,,
A1,1,440,TANNA,Waypoint,N 15° 54' 12.00",E 107° 39' 32.00",,,,
A1,1,450,PAPRA,Waypoint,N 15° 46' 00.00",E 107° 11' 00.00",,,,
A1,1,460,BUTRA,Waypoint,N 15° 25' 06.00",E 105° 35' 46.00",,,,
A1,1,470,POTEV,Waypoint,N 15° 21' 52.55",E 105° 22' 06.30",,,,
A1,1,480,UBL,VHF Navaid,N 15° 14' 42.60",E 104° 51' 57.20",,,,
A1,1,490,VENPO,Waypoint,N 15° 06' 45.00",E 104° 22' 02.20",,,,
A1,1,500,PASAT,Waypoint,N 14° 57' 27.00",E 103° 47' 26.00",,,,
A1,1,510,SANOT,Waypoint,N 14° 51' 34.00",E 103° 25' 48.00",,,,
A1,1,520,TOPER,Waypoint,N 14° 38' 08.00",E 102° 45' 38.00",,,,
A1,1,530,SELKA,Waypoint,N 14° 20' 20.05",E 101° 53' 10.75",,,,
A1,1,540,ROBKA,Waypoint,N 14° 10' 42.95",E 101° 25' 07.95",,,,
A1,1,550,BKK,VHF Navaid,N 13° 53' 36.70",E 100° 35' 46.30",,,,
A10,1,10,YJQ,NDB,N 52° 11' 07.00",W 128° 06' 49.00",,,,
A10,1,20,MITEK,Waypoint,N 53° 46' 00.00",W 129° 50' 46.00",,,,
A10,1,30,PR,NDB,N 54° 15' 48.00",W 130° 25' 26.00",,,,
A103,1,10,PINAX,Waypoint,N 37° 15' 00.00",E 069° 06' 00.00",,,,
A103,1,20,OKTAB,Waypoint,N 38° 10' 54.00",E 068° 53' 36.00",,,,
A103,1,30,DBE,VHF Navaid,N 38° 32' 30.40",E 068° 49' 19.00",,,,
A103,1,40,SX,NDB,N 38° 50' 41.00",E 068° 50' 45.00",,,,
A103,1,50,AMEMA,Waypoint,N 39° 20' 00.00",E 068° 53' 00.00",,,,
A103,1,60,BITBI,Waypoint,N 39° 33' 30.00",E 068° 54' 12.00",,,,
A103,1,70,PF,NDB,N 40° 03' 38.00",E 068° 56' 44.00",,,,
A103,2,80,RORTA,Waypoint,N 40° 08' 24.00",E 069° 01' 54.00",,,,
A103,2,90,ASBUG,Waypoint,N 40° 13' 12.00",E 069° 06' 18.00",,,,
A103,3,100,DILRO,Waypoint,N 40° 24' 30.00",E 069° 16' 36.00",,,,
A103,3,110,IRLOV,Waypoint,N 40° 42' 30.00",E 069° 35' 00.00",,,,
A103,4,120,PESEN,Waypoint,N 40° 58' 54.00",E 070° 23' 00.00",,,,
A103,4,130,UDALU,Waypoint,N 40° 59' 48.00",E 070° 31' 12.00",,,,
A107,1,10,SOPNO,Waypoint,N 38° 32' 36.00",E 068° 04' 12.00",,,,
A107,1,20,PR,NDB,N 38° 32' 16.00",E 068° 23' 40.00",,,,
A107,1,30,DBE,VHF Navaid,N 38° 32' 30.40",E 068° 49' 19.00",,,,
A107,1,40,ABNAR,Waypoint,N 38° 15' 36.00",E 069° 08' 48.00",,,,
A107,1,50,NAVOX,Waypoint,N 38° 05' 00.00",E 069° 20' 00.00",,,,
A107,1,60,KYLOB,Waypoint,N 37° 59' 18.00",E 069° 48' 24.00",,,,
A114,1,10,OLRAM,Waypoint,N 39° 01' 30.00",E 067° 58' 24.00",,,,
A114,1,20,MOSOM,Waypoint,N 39° 34' 00.00",E 068° 10' 00.00",,,,
A117,1,10,ASB,VHF Navaid,N 38° 00' 11.40",E 058° 20' 08.00",,,,
A117,1,20,URABA,Waypoint,N 38° 13' 27.05",E 059° 19' 19.75",,,,
A117,1,30,DUTAR,Waypoint,N 38° 39' 18.15",E 061° 23' 02.90",,,,
A117,1,40,LBA,VHF Navaid,N 38° 54' 49.65",E 063° 35' 21.60",,,,
A118,1,10,ABDAN,Waypoint,N 38° 35' 42.10",E 059° 21' 56.75",,,,
A118,1,20,TENGA,Waypoint,N 38° 46' 34.15",E 060° 55' 04.85",,,,
A118,1,30,VATIN,Waypoint,N 38° 48' 51.20",E 061° 14' 40.85",,,,
A118,1,40,LBA,VHF Navaid,N 38° 54' 49.65",E 063° 35' 21.60",,,,
A118,1,50,CHARD,Waypoint,N 39° 15' 30.30",E 063° 49' 21.05",,,,
A125,1,10,ASB,VHF Navaid,N 38° 00' 11.40",E 058° 20' 08.00",,,,
A125,1,20,KEMOR,Waypoint,N 37° 53' 29.05",E 059° 20' 56.80",,,,
A125,1,30,BELUG,Waypoint,N 37° 45' 00.05",E 060° 31' 56.90",,,,
A125,1,40,NINOP,Waypoint,N 37° 37' 18.10",E 061° 53' 31.00",,,,
A125,1,50,RINAT,Waypoint,N 37° 41' 16.15",E 063° 22' 07.10",,,,
A125,1,60,RARUN,Waypoint,N 37° 46' 30.20",E 064° 32' 57.20",,,,
A125,1,70,ABNEP,Waypoint,N 37° 49' 00.25",E 065° 12' 57.25",,,,
A16,1,10,VADEN,Waypoint,N 42° 03' 56.00",E 027° 12' 58.00",,,,
A16,1,20,FENER,Waypoint,N 41° 17' 11.00",E 028° 21' 28.00",,,,
A16,1,30,IST,VHF Navaid,N 40° 57' 41.30",E 028° 48' 38.50",,,,
A16,1,40,YAA,VHF Navaid,N 40° 28' 30.10",E 029° 12' 27.20",,,,
A16,2,50,KFK,VHF Navaid,N 38° 48' 14.90",E 030° 32' 48.60",,,,
A16,2,60,LEMDA,Waypoint,N 37° 58' 56.00",E 030° 39' 25.00",,,,
A16,2,70,EKSEN,Waypoint,N 37° 53' 26.00",E 030° 40' 13.00",,,,
A16,2,80,ELMAS,Waypoint,N 37° 35' 00.00",E 030° 42' 30.00",,,,
A16,2,90,KUMRU,Waypoint,N 37° 24' 56.00",E 030° 43' 58.00",,,,
A16,2,100,AYT,VHF Navaid,N 36° 55' 14.90",E 030° 47' 40.10",,,,
A16,2,110,DERYA,Waypoint,N 36° 24' 56.00",E 030° 48' 43.00",,,,
A16,2,120,TOMBI,Waypoint,N 36° 02' 26.00",E 030° 49' 28.00",,,,
A16,2,130,DASNI,Waypoint,N 35° 37' 00.00",E 030° 51' 00.00",,,,
A16,2,140,PEDER,Waypoint,N 35° 10' 41.00",E 030° 51' 53.00",,,,
A17,1,10,RIXEN,Waypoint,N 42° 04' 56.00",E 028° 45' 58.00",,,,
A17,1,20,NAMAN,Waypoint,N 40° 59' 56.00",E 030° 59' 58.00",,,,
A17,1,30,YAVRU,Waypoint,N 40° 34' 56.00",E 031° 49' 58.00",,,,
A17,1,40,KIZIK,Waypoint,N 40° 25' 06.00",E 032° 08' 58.00",,,,
A17,1,50,BAG,VHF Navaid,N 40° 04' 11.80",E 032° 48' 35.60",,,,
A17,1,60,YUCEL,Waypoint,N 39° 34' 44.00",E 033° 35' 07.00",,,,
A17,1,70,BALAX,Waypoint,N 39° 27' 27.15",E 033° 46' 50.80",,,,
A17,1,80,ELQUL,Waypoint,N 39° 23' 35.45",E 033° 52' 51.65",,,,
A17,1,90,BELSU,Waypoint,N 39° 07' 51.00",E 034° 17' 11.00",,,,
A17,1,100,KISLA,Waypoint,N 39° 06' 36.00",E 034° 20' 00.00",,,,
A17,1,110,ERHAN,Waypoint,N 38° 31' 26.00",E 035° 13' 44.00",,,,
A17,1,120,SOLSA,Waypoint,N 38° 08' 44.00",E 035° 46' 44.00",,,,
A17,1,130,RATSI,Waypoint,N 37° 50' 14.00",E 036° 13' 13.00",,,,
A17,1,140,REMPO,Waypoint,N 37° 39' 36.05",E 036° 28' 19.85",,,,
A17,1,150,POGEN,Waypoint,N 37° 30' 11.00",E 036° 41' 37.00",,,,
A17,1,160,ASBOM,Waypoint,N 37° 15' 32.00",E 037° 02' 29.00",,,,
A17,1,170,BOYAT,Waypoint,N 37° 07' 15.00",E 037° 14' 36.00",,,,
A17,1,180,GAZ,VHF Navaid,N 36° 57' 05.80",E 037° 28' 22.70",,,,
A180,1,10,LUMIG,Waypoint,N 54° 48' 02.00",E 105° 09' 01.00",,,,
A180,1,20,REGBI,Waypoint,N 55° 43' 50.00",E 106° 02' 01.00",,,,
A180,1,30,BESUK,Waypoint,N 55° 53' 04.00",E 106° 10' 41.00",,,,
A180,1,40,MULME,Waypoint,N 57° 22' 46.00",E 107° 39' 22.00",,,,
A180,1,50,KRN,VHF Navaid,N 57° 46' 19.00",E 108° 04' 03.00",,,,
A180,1,60,ULMAS,Waypoint,N 57° 58' 35.00",E 108° 48' 36.00",,,,
A180,1,70,GISOP,Waypoint,N 58° 28' 49.00",E 110° 45' 12.00",,,,
A180,1,80,GEKTA,Waypoint,N 58° 40' 02.00",E 111° 31' 02.00",,,,
A180,1,90,SONEK,Waypoint,N 58° 49' 02.00",E 112° 08' 02.00",,,,
A180,1,100,NESUM,Waypoint,N 59° 11' 32.00",E 113° 53' 08.00",,,,
A180,1,110,OBESU,Waypoint,N 59° 29' 26.00",E 115° 19' 02.00",,,,
A180,1,120,AKATA,Waypoint,N 59° 53' 32.00",E 117° 25' 09.00",,,,
A2,1,10,BRY,VHF Navaid,N 48° 24' 25.20",E 003° 17' 41.20",,,,
A2,1,20,OKRIX,Waypoint,N 47° 57' 58.00",E 003° 34' 03.00",,,,
A2,1,30,AVLON,Waypoint,N 47° 33' 36.00",E 003° 48' 48.00",,,,
A2,1,40,CACHI,Waypoint,N 47° 04' 00.00",E 004° 06' 24.00",,,,
A2,1,50,PIBAT,Waypoint,N 46° 48' 21.40",E 004° 15' 32.90",,,,
A2,1,60,AMORO,Waypoint,N 46° 30' 00.00",E 004° 32' 17.00",,,,
A2,1,70,BUSIL,Waypoint,N 46° 17' 37.00",E 004° 43' 19.00",,,,
A2,1,80,DANBO,Waypoint,N 45° 55' 18.30",E 005° 03' 31.40",,,,
A2,1,90,BARAN,Waypoint,N 45° 45' 19.40",E 005° 12' 20.70",,,,
A2,1,100,GIRED,Waypoint,N 45° 43' 33.90",E 005° 13' 53.50",,,,
A2,1,110,RUBLO,Waypoint,N 45° 35' 26.00",E 005° 21' 01.00",,,,
A2,1,120,LTP,VHF Navaid,N 45° 29' 20.30",E 005° 26' 20.60",,,,
A201,1,10,BOGEP,Waypoint,N 24° 04' 08.00",E 090° 24' 50.00",,,,
A201,1,20,AAT,VHF Navaid,N 23° 53' 25.50",E 091° 14' 19.10",,,,
A201,1,30,TEBUL,Waypoint,N 23° 36' 27.00",E 092° 37' 35.00",,,,
A201,1,40,ANSOS,Waypoint,N 23° 27' 02.70",E 093° 27' 48.00",,,,
A201,1,50,LSO,VHF Navaid,N 22° 58' 51.45",E 097° 45' 15.20",,,,
A202,1,10,RAMEI,Waypoint,N 15° 02' 40.15",E 103° 00' 40.00",,,,
A202,1,20,GUROK,Waypoint,N 16° 03' 29.00",E 104° 11' 06.00",,,,
A202,1,30,OKENA,Waypoint,N 16° 16' 08.00",E 104° 25' 33.00",,,,
A202,1,40,SAV,VHF Navaid,N 16° 33' 43.70",E 104° 46' 00.00",,,,
A202,1,50,ENBIL,Waypoint,N 16° 51' 21.00",E 105° 14' 38.00",,,,
A202,1,60,VILAO,Waypoint,N 17° 22' 00.00",E 106° 05' 00.00",,,,
A202,1,70,DONGI,Waypoint,N 17° 40' 53.00",E 106° 35' 43.00",,,,
A202,1,80,NIVEN,Waypoint,N 17° 53' 04.00",E 106° 55' 44.00",,,,
A202,1,90,XONUS,Waypoint,N 18° 04' 12.00",E 107° 13' 59.00",,,,
A202,1,100,ASSAD,Waypoint,N 18° 20' 30.00",E 107° 40' 54.00",,,,
A202,1,110,NONEM,Waypoint,N 19° 15' 19.00",E 108° 51' 03.00",,,,
A202,1,120,DABUB,Waypoint,N 19° 31' 11.00",E 109° 11' 36.00",,,,
A202,1,130,AGPOR,Waypoint,N 20° 18' 09.00",E 110° 13' 48.00",,,,
A202,1,140,SAMAS,Waypoint,N 20° 30' 18.00",E 110° 29' 42.00",,,,
A202,1,150,ISBIG,Waypoint,N 20° 38' 39.00",E 110° 54' 30.00",,,,
A202,1,160,SIKOU,Waypoint,N 20° 50' 36.00",E 111° 30' 00.00",,,,
A202,1,170,BIGEX,Waypoint,N 22° 13' 10.35",E 114° 01' 48.20",,,,
A204,1,10,YOROI,Waypoint,N 45° 00' 31.10",E 141° 47' 08.10",,,,
A204,1,20,LEDAX,Waypoint,N 45° 05' 42.75",E 141° 34' 06.10",,,,
A204,1,30,RSE,VHF Navaid,N 45° 14' 44.40",E 141° 11' 12.35",,,,
A204,1,40,ORISU,Waypoint,N 45° 27' 57.55",E 141° 03' 50.50",,,,
A204,1,50,AKSUN,Waypoint,N 45° 45' 07.45",E 140° 54' 16.05",,,,
A206,1,10,LPB,VHF Navaid,N 19° 54' 39.45",E 102° 10' 18.85",,,,
A206,1,20,NOHET,Waypoint,N 19° 25' 36.00",E 103° 36' 41.00",,,,
A206,1,30,NALAO,Waypoint,N 19° 19' 27.00",E 103° 55' 35.00",,,,
A206,1,40,VIN,VHF Navaid,N 18° 44' 02.80",E 105° 40' 06.20",,,,
A206,1,50,KADIM,Waypoint,N 18° 39' 08.00",E 106° 05' 52.00",,,,
A206,1,60,BUVAN,Waypoint,N 18° 33' 23.00",E 106° 35' 21.00",,,,
A206,1,70,HATIN,Waypoint,N 18° 28' 01.00",E 107° 02' 56.00",,,,
A206,1,80,ASSAD,Waypoint,N 18° 20' 30.00",E 107° 40' 54.00",,,,
A211,1,10,VTW,VHF Navaid,N 04° 19' 28.30",E 118° 08' 23.70",,,,
A211,1,20,BAXAL,Waypoint,N 04° 02' 20.00",E 117° 58' 34.00",,,,
A211,1,30,TRK,VHF Navaid,N 03° 19' 32.20",E 117° 33' 41.90",,,,
A211,1,40,ARIRU,Waypoint,N 02° 53' 25.00",E 119° 10' 14.00",,,,
A211,1,50,GARUT,Waypoint,N 02° 37' 45.00",E 120° 08' 00.00",,,,
A211,1,60,DIANI,Waypoint,N 01° 45' 32.00",E 123° 20' 52.00",,,,
A211,1,70,MWB,VHF Navaid,N 01° 19' 23.80",E 124° 57' 17.80",,,,
A215,1,10,PY,VHF Navaid,S 09° 27' 12.00",E 147° 12' 54.00",,,,
A215,1,20,NOGOT,Waypoint,S 09° 19' 50.00",E 145° 52' 03.60",,,,
A215,1,30,ASIXA,Waypoint,S 09° 04' 26.55",E 143° 12' 44.75",,,,
A215,1,40,OSERO,Waypoint,S 08° 36' 00.00",E 141° 00' 00.00",,,,
A215,1,50,MKE,VHF Navaid,S 08° 31' 21.40",E 140° 25' 01.60",,,,
A215,1,60,LEBON,Waypoint,S 05° 39' 00.00",E 132° 43' 12.00",,,,
A215,1,70,EMONA,Waypoint,S 05° 15' 54.00",E 124° 13' 00.00",,,,
A215,1,80,MKS,VHF Navaid,S 05° 02' 16.10",E 119° 31' 34.30",,,,
A215,1,90,KEVOK,Waypoint,S 04° 20' 27.00",E 114° 56' 30.00",,,,
A216,1,10,MEMIG,Waypoint,S 14° 22' 18.05",E 145° 20' 20.45",,,,
A216,1,20,APUKA,Waypoint,S 12° 00' 00.00",E 144° 57' 39.60",,,,
A216,1,30,KIBAV,Waypoint,S 07° 25' 42.00",E 144° 14' 54.00",,,,
A216,1,40,FACED,Waypoint,N 00° 00' 00.00",E 144° 00' 00.00",,,,
A216,1,50,GALEE,Waypoint,N 05° 00' 00.00",E 143° 37' 00.00",,,,
A216,1,60,HOOVR,Waypoint,N 09° 54' 54.00",E 142° 50' 00.00",,,,
A216,1,70,LOEBB,Waypoint,N 12° 14' 31.10",E 142° 40' 41.35",,,,
A216,1,80,RIDLL,Waypoint,N 16° 04' 06.00",E 142° 25' 00.00",,,,
A216,1,90,OATSS,Waypoint,N 16° 45' 00.00",E 142° 10' 00.00",,,,
A216,1,100,MONPI,Waypoint,N 21° 00' 00.00",E 140° 36' 00.00",,,,
A218,1,10,NA,VHF Navaid,N 53° 09' 08.40",E 140° 41' 17.30",,,,
A218,1,20,KIZON,Waypoint,N 53° 40' 15.00",E 141° 13' 38.00",,,,
A218,1,30,MOLUT,Waypoint,N 55° 12' 43.00",E 142° 55' 42.00",,,,
A218,1,40,ABAGO,Waypoint,N 56° 17' 31.00",E 144° 14' 18.00",,,,
A218,1,50,OKRUS,Waypoint,N 58° 45' 55.00",E 147° 42' 07.00",,,,
A218,1,60,UNLUN,Waypoint,N 59° 03' 28.00",E 148° 09' 16.00",,,,
A218,1,70,BANOT,Waypoint,N 59° 40' 37.00",E 149° 08' 49.00",,,,
A218,2,80,IDNOR,Waypoint,N 60° 14' 50.00",E 150° 04' 13.00",,,,
A218,2,90,TINID,Waypoint,N 60° 18' 33.00",E 150° 10' 22.00",,,,
A218,2,100,GUBAD,Waypoint,N 61° 13' 19.00",E 151° 44' 50.00",,,,
A218,2,110,LALNA,Waypoint,N 63° 18' 30.00",E 155° 51' 42.00",,,,
A220,1,10,MAFIC,Waypoint,N 35° 44' 27.40",W 125° 03' 32.00",,,,
A220,1,20,CINNY,Waypoint,N 36° 10' 54.00",W 124° 45' 36.00",,,,
A221,1,10,CULPS,Waypoint,N 13° 59' 51.60",E 144° 57' 29.00",,,,
A221,1,20,ERTTS,Waypoint,N 14° 10' 05.95",E 145° 01' 44.10",,,,
A221,1,30,MONIE,Waypoint,N 14° 22' 11.85",E 145° 06' 46.05",,,,
A221,1,40,LULJY,Waypoint,N 14° 48' 14.95",E 145° 17' 38.30",,,,
A221,1,50,HEXUG,Waypoint,N 14° 51' 02.40",E 145° 18' 48.25",,,,
A221,1,60,WILLE,Waypoint,N 14° 58' 27.00",E 145° 21' 54.30",,,,
A222,1,10,UNZ,VHF Navaid,N 13° 27' 16.35",E 144° 43' 59.95",,,,
A222,1,20,CLANS,Waypoint,N 12° 48' 18.00",E 146° 18' 42.00",,,,
A222,1,30,AXIDE,Waypoint,N 12° 31' 14.00",E 146° 59' 47.00",,,,
A222,1,40,FIBSS,Waypoint,N 11° 46' 00.00",E 148° 47' 00.00",,,,
A222,1,50,KRONK,Waypoint,N 09° 24' 00.00",E 154° 11' 00.00",,,,
A222,1,60,ADUFO,Waypoint,N 07° 14' 37.95",E 157° 46' 21.60",,,,
A222,1,70,PNI,NDB,N 06° 58' 56.40",E 158° 12' 07.45",,,,
A222,1,80,AXTEN,Waypoint,N 06° 49' 17.75",E 158° 40' 42.10",,,,
A224,1,10,VJB,VHF Navaid,N 01° 39' 50.40",E 103° 39' 39.20",,,,
A224,1,20,ADLOV,Waypoint,N 02° 03' 57.10",E 103° 46' 40.10",,,,
A224,1,30,VMR,VHF Navaid,N 02° 23' 18.00",E 103° 52' 18.00",,,,
A226,1,10,ALUMI,Waypoint,N 53° 38' 14.00",E 110° 00' 55.00",,,,
A226,1,20,KUMOK,Waypoint,N 52° 56' 36.00",E 110° 58' 07.00",,,,
A226,1,30,NERKA,Waypoint,N 52° 31' 02.00",E 111° 32' 01.00",,,,
A228,1,10,MIKET,Waypoint,N 54° 26' 02.00",E 092° 03' 59.00",,,,
A228,1,20,MASIB,Waypoint,N 54° 51' 26.00",E 092° 04' 17.00",,,,
A228,1,30,ADEGI,Waypoint,N 56° 17' 38.00",E 092° 05' 17.00",,,,
A228,1,40,ENS,VHF Navaid,N 58° 28' 02.90",E 092° 07' 12.50",,,,
A228,1,50,NERIM,Waypoint,N 58° 52' 08.00",E 091° 42' 20.00",,,,
A229,1,10,ROTLI,Waypoint,N 56° 16' 20.00",E 090° 36' 40.00",,,,
A229,1,20,OGANO,Waypoint,N 55° 50' 38.00",E 092° 30' 17.00",,,,
A229,1,30,RO,NDB,N 55° 15' 54.00",E 094° 52' 39.00",,,,
A230,1,10,DERKI,Waypoint,N 38° 31' 54.30",E 065° 06' 21.20",,,,
A230,1,20,DUTAR,Waypoint,N 38° 39' 18.15",E 061° 23' 02.90",,,,
A233,1,10,DUFLE,Waypoint,N 43° 27' 47.00",E 042° 59' 45.00",,,,
A233,1,20,MOZAT,Waypoint,N 43° 43' 44.00",E 043° 08' 37.00",,,,
A233,1,30,ABGAM,Waypoint,N 43° 45' 48.00",E 043° 32' 02.00",,,,
A233,1,40,OKARU,Waypoint,N 43° 50' 48.00",E 043° 48' 43.00",,,,
A238,1,10,GALRA,Waypoint,N 40° 12' 42.00",E 068° 53' 36.00",,,,
A238,1,20,IPGED,Waypoint,N 40° 08' 42.00",E 068° 55' 00.00",,,,
A238,1,30,PF,NDB,N 40° 03' 38.00",E 068° 56' 44.00",,,,
A238,1,40,ELTOB,Waypoint,N 39° 33' 00.00",E 069° 04' 18.00",,,,
A238,1,50,INBIL,Waypoint,N 39° 22' 12.00",E 069° 07' 00.00",,,,
A238,1,60,JD,NDB,N 38° 32' 38.00",E 069° 18' 50.00",,,,
A238,1,70,KYLOB,Waypoint,N 37° 59' 18.00",E 069° 48' 24.00",,,,
A238,1,80,RAMAN,Waypoint,N 37° 37' 00.00",E 069° 54' 00.00",,,,
A240,1,10,KERUL,Waypoint,N 41° 51' 28.05",E 052° 08' 17.00",,,,
A240,1,20,TABAB,Waypoint,N 40° 54' 12.00",E 052° 36' 26.10",,,,
A240,1,30,KRS,VHF Navaid,N 40° 02' 24.95",E 053° 00' 40.20",,,,
A240,1,40,KESEK,Waypoint,N 39° 17' 00.00",E 055° 33' 56.40",,,,
